Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0486434141""","=""9780486434148""",4,3.83,Dover Publications,Paperback,73,2004,1755,,2020/01/04,,,read,,,,1,,,0,,,,,
1208948,Zadig et autres contes,Voltaire,"Voltaire, Voltaire",,"=""2080720309""","=""9782080720306""",5,3.82,,Mass Market Paperback,168,1996,1747,,2020/01/04,,,read,,,,1,,,0,,,,,
15694,The First Man,Albert Camus,"Camus, Albert",David Hapgood,"=""0783816014""","=""9780783816012""",5,3.97,Thorndike Press,Paperback,359,1996,1994,,2020/01/04,,,read,,,,1,,,0,,,,,
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",5,4.02,Vintage,Paperback,147,1991,1956,,2020/01/04,,,read,,,,1,,,0,,,,,
1810674,La Mort du roi Tsongor,Laurent Gaudé,"Gaudé, Laurent",,"=""2742752986""","=""9782742752980""",4,4.03,Actes Sud,Mass Market Paperback,204,2004,2002,,2020/01/04,,,read,,,,1,,,0,,,,,
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",نجف دریابندری,"=""0099910101""","=""9780099910107""",0,3.81,Arrow Books,Paperback,293,2004,1929,,2020/01/04,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",0,4.51,Balzer + Bray,Hardcover,444,2017,2017,,2020/01/04,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""1401308589""","=""9781401308582""",0,3.95,Hyperion,Paperback,196,2003,2003,,2020/01/04,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.13,Vintage International,Paperback,467,2006,2002,,2020/01/04,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.30,Alfred A. Knopf,Hardcover,477,2013,2013,,2020/01/04,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.85,Penguin Books,Paperback,489,2003,1859,,2020/01/04,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,3.98,Viking,Hardcover,479,2014,1939,,2020/01/04,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.89,Penguin,Paperback,331,1995,1955,,2020/01/04,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",0,3.82,Penguin Classics,Paperback,327,2002,1884,,2020/01/04,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.89,Vintage,Paperback,226,2004,2003,,2020/01/04,,,read,,,,1,,,0,,,,,
119003,La Promesse de l'aube,Romain Gary,"Gary, Romain",,"=""2070363732""","=""9782070363735""",5,4.28,Folio,Mass Market Paperback,456,1973,1960,,2020/01/04,,,read,,,,1,,,0,,,,,
875906,Un barrage contre le Pacifique,Marguerite Duras,"Duras, Marguerite",,"=""2070368823""","=""9782070368822""",5,3.79,Folio,Mass Market Paperback,370,1978,1950,,2020/01/04,,,read,,,,1,,,0,,,,,
181398,Summer of the Sea Serpent (Merlin Missions #3),Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375827358""","=""9780375827358""",0,4.07,Random House Books for Young Readers,Hardcover,111,2010,2004,,2020/01/04,childhood,childhood (#52),read,,,,1,,,0,,,,,
32184,"Thanksgiving on Thursday (Magic Tree House, #27)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806156""","=""9780375806155""",0,3.87,Random House Books for Young Readers,Paperback,73,2002,2002,,2020/01/04,childhood,childhood (#51),read,,,,1,,,0,,,,,
262437,"Dingoes at Dinnertime (Magic Tree House, #20)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890661""","=""9780679890669""",0,3.91,Random House for Young Readers,Paperback,96,2010,2000,,2020/01/04,childhood,childhood (#50),read,,,,1,,,0,,,,,
434928,"Good Morning, Gorillas (Magic Tree House, #26)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806148""","=""9780375806148""",0,3.92,Random House Books for Young Readers,Paperback,71,2002,2002,,2020/01/04,childhood,childhood (#49),read,,,,1,,,0,,,,,
89612,"High Tide in Hawaii (Magic Tree House, #28)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806164""","=""9780375806162""",0,3.99,Random House Books for Young Readers,Paperback,96,2003,2003,,2020/01/04,childhood,childhood (#48),read,,,,1,,,0,,,,,
93734,"Revolutionary War on Wednesday (Magic Tree House, #22)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890688""","=""9780679890683""",0,3.92,Random House Books for Young Readers,Paperback,69,2010,2000,,2020/01/04,childhood,childhood (#47),read,,,,1,,,0,,,,,
181399,"Viking Ships At Sunrise (Magic Tree House, #15)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890610""","=""9780679890614""",0,3.87,Random House Books for Young Readers,Paperback,73,1998,1998,,2020/01/04,childhood,childhood (#46),read,,,,1,,,0,,,,,
26595,"Earthquake in the Early Morning (Magic Tree House, #24)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""067989070X""","=""9780679890706""",0,3.95,Random House for Young Readers,Paperback,96,2010,2001,,2020/01/04,childhood,childhood (#45),read,,,,1,,,0,,,,,
262438,"Buffalo Before Breakfast (Magic Tree House, #18)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890645""","=""9780679890645""",0,3.85,Random House for Young Readers,Paperback,96,2010,1999,,2020/01/04,childhood,childhood (#44),read,,,,1,,,0,,,,,
948527,"Polar Bears Past Bedtime (Magic Tree House, #12)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""067988341X""","=""9780679883418""",0,3.90,Random House Books for Young Readers,Paperback,71,2003,1998,,2020/01/04,childhood,childhood (#43),read,,,,1,,,0,,,,,
202041,"Day of the Dragon King (Magic Tree House, #14)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890513""","=""9780679890515""",0,3.92,Random House for Young Readers,Paperback,96,2008,1998,,2020/01/04,childhood,childhood (#42),read,,,,1,,,0,,,,,
136276,"Tigers at Twilight (Magic Tree House, #19)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890653""","=""9780679890652""",0,3.89,Random House Books for Young Readers,Paperback,72,2009,1999,,2020/01/04,childhood,childhood (#41),read,,,,1,,,0,,,,,
409163,"Civil War on Sunday (Magic Tree House, #21)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""067989067X""","=""9780679890676""",0,3.96,Random House for Young Readers,Paperback,96,2008,2000,,2020/01/04,childhood,childhood (#40),read,,,,1,,,0,,,,,
181401,"Hour of the Olympics (Magic Tree House, #16)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890629""","=""9780679890621""",0,3.94,Random House Books for Young Readers,Paperback,74,1998,1998,,2020/01/04,childhood,childhood (#39),read,,,,1,,,0,,,,,
526643,"Twister on Tuesday (Magic Tree House, #23)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890696""","=""9780679890690""",0,3.92,Random House Books for Young Readers,Paperback,96,2010,2001,,2020/01/04,childhood,childhood (#38),read,,,,1,,,0,,,,,
262436,Christmas in Camelot (Merlin Mission #1),Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""037581373X""","=""9780375813733""",0,4.04,Random House for Young Readers,Hardcover,128,2010,2001,,2020/01/04,childhood,childhood (#37),read,,,,1,,,0,,,,,
608296,"Lions at Lunchtime (Magic Tree House, #11)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679883401""","=""9780679883401""",0,3.88,Random House Children's Books,Paperback,96,1998,1998,,2020/01/04,childhood,childhood (#36),read,,,,1,,,0,,,,,
948528,"Sunset of the Sabertooth (Magic Tree House, #7)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679863737""","=""9780679863731""",0,3.89,Random House Books for Young Readers,Paperback,80,1996,2002,,2020/01/04,childhood,childhood (#35),read,,,,1,,,0,,,,,
861358,"Ghost Town at Sundown (Magic Tree House, #10)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679883398""","=""9780679883395""",0,3.92,Random House Books for Young Readers,Paperback,96,2010,1997,,2020/01/04,childhood,childhood (#34),read,,,,1,,,0,,,,,
126574,"Vacation Under the Volcano (Magic Tree House, #13)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890505""","=""9780679890508""",0,4.00,Random House Children's Books,Paperback,74,1998,1998,,2020/01/04,childhood,childhood (#33),read,,,,1,,,0,,,,,
122914,"Midnight on the Moon (Magic Tree House, #8)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679863745""","=""9780679863748""",0,3.94,Random House Books for Young Readers,Paperback,80,1996,2002,,2020/01/04,childhood,childhood (#32),read,,,,1,,,0,,,,,
127335,"Tonight on the Titanic (Magic Tree House, #17)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0439086728""","=""9780679890638""",0,4.05,Random House Books for Young Readers,Paperback,96,1999,1999,,2020/01/04,childhood,childhood (#31),read,,,,1,,,0,,,,,
180645,"Afternoon on the Amazon (Magic Tree House, #6)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679863729""","=""9780679863724""",0,3.95,"Random House, Inc.",Paperback,67,1995,1995,,2020/01/04,childhood,childhood (#30),read,,,,1,,,0,,,,,
460120,"Dolphins at Daybreak (Magic Tree House, #9)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""067988338X""","=""9780679883388""",0,3.96,Random House for Young Readers,Paperback,67,2010,2002,,2020/01/04,,,read,,,,1,,,0,,,,,
460087,"Night of the Ninjas (Magic Tree House, #5)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679863710""","=""9780679863717""",0,3.96,Random House,Paperback,69,1995,1995,,2020/01/04,childhood,childhood (#29),read,,,,1,,,0,,,,,
143717,"Pirates Past Noon (Magic Tree House, #4)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679824251""","=""9780679824251""",0,3.92,Random House Books for Young Readers,Paperback,80,1994,1992,,2020/01/04,childhood,childhood (#28),read,,,,1,,,0,,,,,
268955,"Mummies in the Morning (Magic Tree House, #3)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679824243""","=""9780679824244""",0,3.87,Random House,Paperback,65,1993,1993,,2020/01/04,childhood,childhood (#27),read,,,,1,,,0,,,,,
948526,"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""067982412X""","=""9780679824121""",0,3.87,Random House,Paperback,66,1993,1993,,2020/01/04,childhood,childhood (#26),read,,,,1,,,0,,,,,
824734,"Dinosaurs Before Dark (Magic Tree House, #1)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679824111""","=""9780679824114""",0,3.93,Random House,Paperback,68,1992,1992,,2020/01/04,childhood,childhood (#25),read,,,,1,,,0,,,,,
65876,"Asterix and the Class Act (Astérix, #32)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866400""","=""9780752866406""",0,3.78,Asterix,Paperback,56,2004,2003,,2020/01/04,childhood,childhood (#22),read,,,,1,,,0,,,,,
145637,Les Récrés du Petit Nicolas,René Goscinny,"Goscinny, René",Jean-Jacques Sempé,"=""2070513351""","=""9782070513352""",0,4.24,Editions Gallimard,Paperback,181,2002,1961,,2020/01/04,childhood,childhood (#21),read,,,,1,,,0,,,,,
146966,Les Vacances du Petit Nicolas,René Goscinny,"Goscinny, René",Jean-Jacques Sempé,"=""2070513343""","=""9782070513345""",0,4.20,Editions Gallimard,Paperback,151,1999,1961,,2020/01/04,childhood,childhood (#20),read,,,,1,,,0,,,,,
71293,"Asterix and the Great Crossing (Asterix, #22)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866486""","=""9780752866482""",0,4.02,Asterix,Paperback,48,2004,1975,,2020/01/04,childhood,childhood (#19),read,,,,1,,,0,,,,,
122413,"Asterix and the Laurel Wreath (Asterix, #18)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866370""","=""9780752866376""",0,4.13,Asterix,Paperback,48,2004,1971,,2020/01/04,childhood,childhood (#18),read,,,,1,,,0,,,,,
71301,"Obelix and Co. (Asterix, #23)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866524""","=""9780752866529""",0,4.14,Asterix,Paperback,48,2005,1976,,2020/01/04,childhood,childhood (#17),read,,,,1,,,0,,,,,
122441,Asterix and the Roman Agent (Astérix #15),René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866338""","=""9780752866338""",0,4.19,Asterix,Paperback,48,2004,1970,,2020/01/04,childhood,childhood (#15),read,,,,1,,,0,,,,,
81332,"Asterix in Belgium (Asterix, #24)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866508""","=""9780752866505""",0,4.09,Asterix,Paperback,48,2005,1979,,2020/01/04,childhood,childhood (#14),read,,,,1,,,0,,,,,
71300,"Asterix and the Soothsayer (Asterix, #19)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866427""","=""9780752866420""",0,4.13,Asterix,Paperback,48,2004,1972,,2020/01/04,childhood,childhood (#13),read,,,,1,,,0,,,,,
122437,"Asterix and the Cauldron (Asterix, #13)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286629X""","=""9780752866291""",0,4.12,Asterix,Paperback,48,2004,1968,,2020/01/04,childhood,childhood (#12),read,,,,1,,,0,,,,,
71297,"Asterix in Corsica (Asterix, #20)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866443""","=""9780752866444""",0,4.14,Asterix,Paperback,48,2004,1973,,2020/01/04,childhood,childhood (#11),read,,,,1,,,0,,,,,
122403,"Asterix and the Chieftain's Shield (Asterix, #11)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866249""","=""9780752866246""",0,4.16,Asterix,Hardcover,48,2004,1967,,2020/01/04,childhood,childhood (#10),read,,,,1,,,0,,,,,
122440,"Asterix in Spain (Asterix, #14)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866311""","=""9780752866314""",0,4.10,Asterix,Paperback,48,2004,1969,,2020/01/04,childhood,childhood (#9),read,,,,1,,,0,,,,,
122421,"Asterix and the Banquet (Astérix, #5)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866095""","=""9780752866093""",0,4.17,Asterix,Paperback,48,2004,1963,,2020/01/04,childhood,childhood (#8),read,,,,1,,,0,,,,,
122405,Asterix and Caesar's Gift (Astérix #21),René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286646X""","=""9780752866468""",0,4.12,Asterix,Paperback,48,2004,1974,,2020/01/04,childhood,childhood (#6),read,,,,1,,,0,,,,,
122404,"Asterix and the Big Fight (Asterix, #7)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866168""","=""9780752866161""",0,4.17,Asterix,Hardcover,48,2004,1966,,2020/01/04,childhood,childhood (#5),read,,,,1,,,0,,,,,
122420,"Asterix and the Normans (Asterix, #9)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866230""","=""9780752866239""",0,4.15,Asterix,Paperback,48,2004,1966,,2020/01/04,childhood,childhood (#4),read,,,,1,,,0,,,,,
71298,"Asterix at the Olympic Games (Asterix, #12)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866265""","=""9780752866260""",0,4.15,Asterix,Hardcover,48,2004,1968,,2020/01/04,childhood,childhood (#3),read,,,,1,,,0,,,,,
122401,"Asterix the Gladiator (Asterix, #4)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866117""","=""9780752866116""",0,4.21,Asterix,Paperback,48,2004,1962,,2020/01/04,childhood,childhood (#2),read,,,,1,,,0,,,,,
122418,"Asterix the Legionary (Asterix, #10)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866214""","=""9780752866215""",0,4.30,Asterix,Paperback,48,2004,1966,,2020/01/04,childhood,childhood (#1),read,,,,1,,,0,,,,,
122439,"Asterix and the Golden Sickle (Asterix, #2)",René Goscinny,"Goscinny, René","Albert Uderzo, Anthea Bell, Derek Hockridge","=""0752866133""","=""9780752866130""",0,4.15,Asterix,Paperback,46,2004,1960,,2020/01/04,,,read,,,,1,,,0,,,,,
122408,"Asterix and the Goths (Asterix, #3)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""075286615X""","=""9780752866154""",0,4.15,Asterix,Paperback,48,2004,1961,,2020/01/04,,,read,,,,1,,,0,,,,,
71299,"Asterix in Britain (Asterix, #8)",René Goscinny,"Goscinny, René",Albert Uderzo,"=""0752866192""","=""9780752866192""",0,4.29,Asterix,Paperback,48,2004,1965,,2020/01/04,,,read,,,,1,,,0,,,,,
71292,"Asterix the Gaul (Asterix, #1)",René Goscinny,"Goscinny, René","Albert Uderzo, Anthea Bell, Derek Hockridge","=""0752866052""","=""9780752866055""",0,4.18,"Orion Books Ltd., London",Paperback,48,2004,1961,,2020/01/04,,,read,,,,1,,,0,,,,,
74256,Le Petit Nicolas,René Goscinny,"Goscinny, René",Jean-Jacques Sempé,"=""2070364232""","=""9782070364237""",0,4.14,Folio,Mass Market Paperback,167,1988,1959,,2020/01/04,,,read,,,,1,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale","ریحانه جعفری, پروین قائمی","=""""","=""""",5,4.21,Gallery Books,Paperback,288,1998,1936,,2020/01/04,,,read,,,,1,,,0,,,,,
730596,Snow White,Paul Heins,"Heins, Paul","Jacob Grimm, Wilhelm Grimm, Trina Schart Hyman","=""0316354503""","=""9780316354509""",5,4.20,"Little, Brown Books for Young Readers",Hardcover,48,1974,,,2020/01/04,,,read,,,,1,,,0,,,,,
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",5,4.37,HarperCollins Publishers,Hardcover,64,1964,1964,,2020/01/04,,,read,,,,1,,,0,,,,,
1821571,"Snakehead (Alex Rider, #7)",Anthony Horowitz,"Horowitz, Anthony",,"=""1406309354""","=""9781406309355""",0,4.15,Walker Books Ltd,Hardcover,398,2007,2007,,2020/01/04,,,read,,,,1,,,0,,,,,
94319,"Ark Angel (Alex Rider, #6)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142407380""","=""9780142407387""",0,4.12,Speak/Puffin/Penguin Group,Paperback,323,2007,2005,,2020/01/04,,,read,,,,1,,,0,,,,,
542414,"Scorpia (Alex Rider, #5)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142405787""","=""9780142405789""",0,4.18,Puffin Books,Paperback,388,2006,2004,,2020/01/04,,,read,,,,1,,,0,,,,,
175004,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406139""","=""9780142406137""",0,4.12,Speak,Paperback,322,2006,2003,,2020/01/04,,,read,,,,1,,,0,,,,,
103983,"Skeleton Key (Alex Rider, #3)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406147""","=""9780142406144""",0,4.07,Puffin Books,Paperback,327,2006,2002,,2020/01/04,,,read,,,,1,,,0,,,,,
224500,"Point Blank (Alex Rider, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406120""","=""9780142406120""",0,4.11,Penguin Puffin,Paperback,274,2001,2001,,2020/01/04,,,read,,,,1,,,0,,,,,
7929317,"Shadow Wave (Cherub, #12)",Robert Muchamore,"Muchamore, Robert",,"=""034095647X""","=""9780340956472""",0,4.14,Hodder & Stoughton,Hardcover,352,2010,2010,,2020/01/04,,,read,,,,1,,,0,,,,,
6469814,"Brigands M.C. (Cherub, #11)",Robert Muchamore,"Muchamore, Robert",,"=""0340989033""","=""9780340989036""",0,4.29,Hodder Children's Books,Hardcover,406,2009,2009,,2020/01/04,,,read,,,,1,,,0,,,,,
828482,"Man vs. Beast (Cherub, #6)",Robert Muchamore,"Muchamore, Robert",,"=""0340911697""","=""9780340911693""",0,4.16,Hodder Children's Books,Paperback,298,2006,2006,,2020/01/04,,,read,,,,1,,,0,,,,,
1291212,"The Sleepwalker (Cherub, #9)",Robert Muchamore,"Muchamore, Robert",,"=""0340931833""","=""9780340931837""",0,4.17,Hodder & Stoughton,Paperback,312,2008,2008,,2020/01/04,,,read,,,,1,,,0,,,,,
655601,"Divine Madness (Cherub, #5)",Robert Muchamore,"Muchamore, Robert",,"=""1416927247""","=""9781416927242""",0,4.21,Simon Pulse,Paperback,360,2006,2006,,2020/01/04,,,read,,,,1,,,0,,,,,
828483,"The Killing (Cherub, #4)",Robert Muchamore,"Muchamore, Robert",,"=""0340894334""","=""9780340894330""",0,4.16,Hodder Children's Books,Paperback,306,2005,2005,,2020/01/04,,,read,,,,1,,,0,,,,,
1291211,"Class A (Cherub, #2)",Robert Muchamore,"Muchamore, Robert",,"=""0340881542""","=""9780340881545""",0,4.29,Hachette Children's Books,Paperback,291,2006,2004,,2020/01/04,,,read,,,,1,,,0,,,,,
3876,The Sun Also Rises (Fiesta),Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",5,3.82,Pan Books,Paperback,189,1957,1926,,2020/01/04,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",3,3.93,Harper,ebook,224,2016,2016,,2020/01/04,,,read,,,,1,,,0,,,,,
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,"=""0804136696""","=""9780804136693""",4,4.09,Crown,Hardcover,352,2015,2015,,2020/01/04,,,read,,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.22,Harper,Kindle Edition,450,2017,2017,,2020/01/04,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.40,Vintage,Paperback,512,2015,2011,,2020/01/04,,,read,,,,1,,,0,,,,,
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",จารุจรรย์ คงมีสุข,"=""1443442313""","=""9781443442312""",3,4.07,Collins,Hardcover,277,2016,2016,,2020/01/04,,,read,,,,1,,,0,,,,,
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,"=""0062390856""","=""9780062390851""",4,3.91,Dey Street Books,Hardcover,338,2017,2017,,2020/01/04,,,read,,,,1,,,0,,,,,
43582733,Stillness Is the Key,Ryan Holiday,"Holiday, Ryan",,"=""0525538585""","=""9780525538585""",4,4.21,Portfolio,Hardcover,288,2019,2019,,2020/01/04,,,read,,,,1,,,0,,,,,
577204,La valse aux adieux,Milan Kundera,"Kundera, Milan",,"=""2070370437""","=""9782070370436""",5,3.86,Editions Gallimard ,Mass Market Paperback,352,1978,1972,,2020/01/04,,,read,,,,1,,,0,,,,,
1518024,Risibles Amours,Milan Kundera,"Kundera, Milan",François Kérel,"=""2070377024""","=""9782070377022""",5,3.87,Folio,Mass Market Paperback,303,2006,1970,,2020/01/04,,,read,,,,1,,,0,,,,,
835810,L'Insoutenable légèreté de l'être,Milan Kundera,"Kundera, Milan",François Kérel,"=""""","=""""",5,4.10,Folio,Mass Market Paperback,475,1990,1984,,2020/01/04,,,read,,,,1,,,0,,,,,
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",5,4.13,Penguin,Paperback,256,1999,1927,,2020/01/04,,,read,,,,1,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.09,Random House: Modern Library,Paperback,272,2004,1890,,2020/01/04,,,read,,,,4,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",4,3.82,Dante University of America Press,Paperback,140,2003,1532,,2020/01/04,,,read,,,,1,,,0,,,,,
19380,Candide,Voltaire,"Voltaire, Voltaire",Sara Gioacchino Corcos,"=""0486266893""","=""9780486266893""",5,3.77,Dover Publications,Paperback,129,1991,1759,,2020/01/04,,,read,,,,1,,,0,,,,,
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",4,3.68,Oxford University Press,Paperback,329,2004,1857,,2020/01/04,,,read,,,,1,,,0,,,,,
7190,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre",,"=""""","=""""",5,4.07,Modern Library,Paperback,625,2001,1844,,2020/01/04,,,read,,,,1,,,0,,,,,
49552,The Stranger,Albert Camus,"Camus, Albert","Vedat Günyol, Jalal Al-e Ahmad, Matthew  Ward, علی‌اصغر خبره‌زاده","=""""","=""""",5,3.99,Vintage International,Paperback,123,1989,1942,,2020/01/04,,,read,,,,1,,,0,,,,,
8852,Macbeth,William Shakespeare,"Shakespeare, William",,"=""0743477103""","=""9780743477109""",3,3.91,Simon  Schuster,Paperback,249,2013,1606,,2020/01/04,,,read,,,,1,,,0,,,,,
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson","=""0521618746""","=""9780521618748""",5,4.03,Cambridge University Press,Paperback,289,2005,1603,,2020/01/04,,,read,,,,1,,,0,,,,,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym","=""0142437263""","=""9780142437261""",4,3.42,Penguin Books,Paperback,279,2003,1850,,2020/01/04,,,read,,,,1,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de","Richard Howard, Ivan Minatti, Nguyễn Thành Vũ","=""""","=""""",5,4.31,"Harcourt, Inc.",Paperback,93,2000,1943,,2020/01/04,,,read,,,,1,,,0,,,,,
